#1
double t_data(1345,16)	#t	S.O2	S.I	S.S	S.NH	S.N2	S.NO	S.ALK	X.I	X.S	X.H	X.A	X.STO	X.SS	d1$S.P	Q
0	0	30	63.63455	30.24762	0	0	7	74.020253164557	283.989873417722	39.7784810126582	0	0	298.341455696203	9.06971669831223	21477
0.010416667	0	30	61.67313	30.21283	0	0	7	73.9987341772152	283.954430379747	39.7721518987342	0	0	298.293987341772	8.90315489451477	21474
0.020833333	0	30	61.71973	31.04771	0	0	7	67.1759493670886	284.016455696203	39.0215189873418	0	0	292.660443037975	8.95308835443038	19620
0.03125	0	30	62.16018	31.67387	0	0	7	65.1417721518987	279.712658227848	38.3164556962025	0	0	287.378164556962	9.01992610759493	19334
0.041666667	0	30	64.57526	33.15925	0	0	7	62.9493670886076	275.620253164557	37.6189873417722	0	0	282.141455696203	9.32302351265822	18978
0.052083333	0	30	67.84871	35.11773	0	0	7	59.7392405063291	271.315189873418	36.7835443037975	0	0	275.878481012658	9.73296282700422	18321
0.0625	0	30	72.14054	37.86587	0	0	7	59.6962025316456	278.386075949367	37.5645569620253	0	0	281.735126582278	10.3439940822785	17855
0.072916667	0	30	72.47069	37.86587	0	0	7	55.8556962025316	269.989873417722	36.2050632911392	0	0	271.537974683545	10.3289960337553	17237
0.083333333	0	30	69.7643	36.8501	0	0	7	51.7632911392405	262.170886075949	34.8810126582278	0	0	261.611392405063	9.97736033755274	16453
0.09375	0	30	67.49915	36.47441	0	0	7	50.5405063291139	254.505063291139	33.8936708860759	0	0	254.204430379747	9.72627767932489	16548
0.104166667	0	30	62.83833	34.38721	0	0	7	48.5455696202532	248.243037974684	32.9759493670886	0	0	247.323417721519	9.13525069620253	16295
0.114583333	0	30	62.46546	34.67942	0	0	7	42.8101265822785	241.389873417722	31.5772151898734	0	0	236.832911392405	9.08464717299578	14743
0.125	0	30	53.74197	32.06695	0	0	7	38.1354430379747	231.917721518987	30.006329113924	0	0	225.044620253164	8.09082772151898	13613
